order_id,user_id,created_at,status
4027,3215,2024-01-25,Cancelled
4067,3246,2025-03-01,Cancelled
4073,3250,2025-10-30,Cancelled
4077,3253,2024-12-13,Cancelled
4125,3295,2025-02-19,Cancelled
4142,3310,2024-06-24,Cancelled
4151,3316,2024-05-31,Cancelled
4153,3317,2024-01-24,Cancelled
4177,3334,2022-01-11,Cancelled
4196,3356,2025-12-06,Cancelled
4207,3365,2025-09-17,Cancelled
4224,3376,2025-09-30,Cancelled
4251,3391,2024-02-02,Cancelled
4257,3396,2025-09-02,Cancelled
4258,3398,2025-12-24,Cancelled
4263,3402,2025-07-06,Cancelled
4270,3408,2024-10-12,Cancelled
4300,3423,2025-06-21,Cancelled
4350,3456,2022-04-21,Cancelled
4401,3493,2022-02-24,Cancelled
4416,3503,2024-04-07,Cancelled
4442,3522,2025-04-01,Cancelled
4506,3579,2022-09-20,Cancelled
4555,3613,2022-08-21,Cancelled
4565,3619,2022-09-26,Cancelled
4595,3642,2022-06-26,Cancelled
4606,3649,2025-05-11,Cancelled
4622,3659,2023-11-04,Cancelled
4626,3661,2025-06-01,Cancelled
4675,3701,2025-10-09,Cancelled
4708,3721,2025-02-13,Cancelled
4718,3729,2025-06-30,Cancelled
4719,3729,2024-11-01,Cancelled
4726,3732,2023-11-14,Cancelled
4727,3732,2023-10-07,Cancelled
4729,3733,2025-11-16,Cancelled
4737,3739,2023-08-07,Cancelled
4764,3762,2024-12-19,Cancelled
4773,3768,2024-04-21,Cancelled
4775,3768,2024-10-08,Cancelled
4780,3770,2025-03-04,Cancelled
4810,3796,2024-03-21,Cancelled
4815,3799,2025-12-07,Cancelled
4831,3811,2025-12-20,Cancelled
4904,3867,2022-09-24,Cancelled
4924,3882,2025-02-17,Cancelled
4930,3888,2025-11-23,Cancelled
4934,3891,2025-03-05,Cancelled
4937,3892,2025-05-17,Cancelled
4949,3900,2024-02-25,Cancelled
4963,3911,2025-06-14,Cancelled
4969,3915,2024-11-19,Cancelled
4980,3921,2024-02-03,Cancelled
4995,3933,2025-11-11,Cancelled
4997,3934,2023-03-19,Cancelled
5024,3964,2024-10-06,Cancelled
5088,4018,2025-12-22,Cancelled
5090,4019,2025-08-06,Cancelled
5096,4024,2024-09-30,Cancelled
5105,4033,2023-10-31,Cancelled
5108,4035,2024-01-25,Cancelled
5112,4038,2025-08-11,Cancelled
5118,4042,2023-09-10,Cancelled
5136,4051,2023-04-20,Cancelled
5148,4060,2025-07-06,Cancelled
5168,4077,2022-12-15,Cancelled
5190,4093,2024-11-03,Cancelled
5204,4107,2025-12-14,Cancelled
5219,4116,2023-01-04,Cancelled
5258,4144,2025-07-31,Cancelled
5266,4151,2023-02-18,Cancelled
5277,4157,2025-07-30,Cancelled
5286,4167,2025-01-31,Cancelled
5289,4170,2025-11-12,Cancelled
5304,4182,2025-06-10,Cancelled
5311,4190,2024-12-05,Cancelled
5319,4196,2024-05-06,Cancelled
5321,4200,2022-04-11,Cancelled
5323,4201,2025-03-04,Cancelled
5327,4203,2024-10-01,Cancelled
5331,4206,2023-07-30,Cancelled
5332,4206,2024-04-02,Cancelled
5356,4225,2022-01-16,Cancelled
5396,4263,2025-07-29,Cancelled
5422,4285,2023-06-03,Cancelled
5439,4302,2023-04-27,Cancelled
5457,4312,2025-02-25,Cancelled
5483,4329,2024-09-11,Cancelled
5484,4330,2025-02-23,Cancelled
5485,4330,2024-02-26,Cancelled
5486,4331,2022-12-08,Cancelled
5487,4332,2025-01-22,Cancelled
5506,4349,2023-11-06,Cancelled
5514,4355,2025-05-18,Cancelled
5538,4370,2025-06-01,Cancelled
5567,4400,2025-09-11,Cancelled
5582,4411,2025-12-12,Cancelled
5617,4434,2023-05-27,Cancelled
5618,4435,2025-05-10,Cancelled
5645,4455,2023-06-27,Cancelled
5655,4463,2025-04-27,Cancelled
5670,4473,2023-10-19,Cancelled
5673,4477,2025-07-04,Cancelled
5688,4491,2024-02-21,Cancelled
5704,4504,2023-07-14,Cancelled
5713,4509,2025-12-30,Cancelled
5720,4513,2025-11-04,Cancelled
5737,4529,2025-05-05,Cancelled
5780,4578,2024-06-23,Cancelled
5801,4598,2022-12-10,Cancelled
5802,4598,2025-03-21,Cancelled
5807,4601,2024-10-01,Cancelled
5808,4601,2025-06-22,Cancelled
5844,4631,2025-12-15,Cancelled
5889,4660,2025-08-17,Cancelled
5897,4665,2024-02-27,Cancelled
5902,4668,2025-09-15,Cancelled
5909,4677,2024-09-10,Cancelled
5914,4683,2025-06-23,Cancelled
5921,4690,2025-12-29,Cancelled
5940,4701,2024-11-14,Cancelled
5941,4702,2024-02-02,Cancelled
5947,4704,2025-10-08,Cancelled
5964,4719,2024-05-16,Cancelled
5976,4727,2023-08-28,Cancelled
5993,4748,2025-04-20,Cancelled
5994,4748,2024-04-22,Cancelled
6018,4770,2024-11-15,Cancelled
6022,4774,2025-09-13,Cancelled
6037,4787,2024-07-05,Cancelled
6043,4790,2024-11-03,Cancelled
6060,4806,2024-12-19,Cancelled
6071,4820,2025-05-19,Cancelled
6072,4820,2023-06-15,Cancelled
6087,4834,2025-12-17,Cancelled
6131,4863,2022-11-15,Cancelled
6145,4872,2024-12-17,Cancelled
6146,4872,2024-11-14,Cancelled
6181,4895,2025-11-10,Cancelled
6185,4899,2023-04-06,Cancelled
6197,4909,2025-10-02,Cancelled
6204,4914,2023-08-24,Cancelled
6210,4918,2022-07-25,Cancelled
6215,4923,2023-03-27,Cancelled
6219,4925,2025-10-17,Cancelled
6289,4978,2024-09-23,Cancelled
6293,4982,2025-10-30,Cancelled
6303,4992,2025-12-02,Cancelled
6305,4993,2024-06-30,Cancelled
6324,5003,2025-10-08,Cancelled
6336,5009,2022-09-10,Cancelled
6374,5040,2024-02-10,Cancelled
6404,5062,2025-12-30,Cancelled
6420,5078,2025-08-16,Cancelled
6463,5118,2023-01-18,Cancelled
6524,5166,2025-12-27,Cancelled
6528,5170,2023-01-03,Cancelled
6533,5173,2024-11-20,Cancelled
6581,5211,2025-02-17,Cancelled
6597,5223,2023-02-18,Cancelled
6609,5239,2024-10-24,Cancelled
6643,5262,2025-04-13,Cancelled
6656,5272,2023-12-23,Cancelled
6657,5274,2023-03-12,Cancelled
6672,5288,2025-09-07,Cancelled
6699,5304,2025-06-06,Cancelled
6711,5315,2025-12-28,Cancelled
6713,5317,2025-02-07,Cancelled
6748,5345,2024-06-10,Cancelled
6758,5352,2025-03-25,Cancelled
6772,5368,2025-08-22,Cancelled
6784,5375,2025-12-16,Cancelled
6829,5406,2022-12-25,Cancelled
6835,5410,2022-09-14,Cancelled
6839,5414,2025-01-01,Cancelled
6856,5427,2025-04-04,Cancelled
6864,5435,2024-07-06,Cancelled
6872,5442,2022-11-08,Cancelled
6890,5457,2025-03-21,Cancelled
6897,5461,2025-01-02,Cancelled
6902,5463,2024-02-23,Cancelled
6912,5467,2024-04-13,Cancelled
6931,5482,2023-12-08,Cancelled
6972,5523,2025-01-19,Cancelled
6979,5528,2025-08-22,Cancelled
6988,5537,2025-11-18,Cancelled
7017,5561,2022-11-08,Cancelled
7068,5596,2025-12-20,Cancelled
7078,5605,2024-01-11,Cancelled
7084,5610,2024-06-01,Cancelled
7121,5641,2025-12-13,Cancelled
7129,5647,2025-08-26,Cancelled
7147,5663,2025-07-10,Cancelled
7148,5663,2025-04-10,Cancelled
7158,5675,2024-06-17,Cancelled
7171,5685,2025-08-18,Cancelled
7175,5687,2024-01-14,Cancelled
7179,5688,2025-10-22,Cancelled
7184,5694,2025-07-06,Cancelled
7203,5713,2025-04-15,Cancelled
7208,5717,2023-08-04,Cancelled
7209,5719,2025-07-19,Cancelled
7214,5723,2024-06-22,Cancelled
7221,5729,2022-07-04,Cancelled
7235,5737,2025-01-16,Cancelled
7247,5749,2025-05-11,Cancelled
7262,5762,2025-10-09,Cancelled
7267,5765,2023-08-17,Cancelled
7282,5778,2025-02-18,Cancelled
7307,5804,2025-11-29,Cancelled
7311,5808,2025-11-06,Cancelled
7324,5820,2024-12-28,Cancelled
7327,5822,2025-06-28,Cancelled
7331,5825,2025-09-28,Cancelled
7333,5829,2025-09-21,Cancelled
7344,5844,2025-12-18,Cancelled
7346,5844,2025-12-29,Cancelled
7358,5858,2024-05-10,Cancelled
7371,5870,2024-10-18,Cancelled
7378,5875,2022-01-11,Cancelled
7406,5901,2023-03-13,Cancelled
7418,5909,2023-12-28,Cancelled
7456,5948,2024-03-17,Cancelled
7458,5948,2025-06-17,Cancelled
7502,5974,2023-01-04,Cancelled
7519,5987,2025-07-22,Cancelled
7527,5995,2024-03-12,Cancelled
7535,6002,2022-10-25,Cancelled
7536,6003,2025-11-25,Cancelled
7548,6011,2024-10-31,Cancelled
7553,6020,2025-11-14,Cancelled
7583,6042,2025-03-03,Cancelled
7584,6043,2024-01-27,Cancelled
7591,6049,2024-10-21,Cancelled
7616,6066,2024-08-13,Cancelled
7627,6075,2023-11-04,Cancelled
7652,6102,2025-10-31,Cancelled
7660,6111,2022-02-26,Cancelled
7693,6139,2024-10-24,Cancelled
7716,6155,2025-05-26,Cancelled
7730,6163,2025-12-21,Cancelled
7748,6177,2025-12-29,Cancelled
7776,6196,2023-10-20,Cancelled
7777,6196,2025-12-05,Cancelled
7782,6200,2023-08-11,Cancelled
7784,6201,2023-05-11,Cancelled
7810,6219,2024-05-31,Cancelled
7824,6227,2024-04-10,Cancelled
7838,6236,2025-12-28,Cancelled
7935,6321,2025-01-31,Cancelled
7946,6331,2024-02-05,Cancelled
7959,6342,2023-05-04,Cancelled
7986,6366,2022-01-28,Cancelled
7992,6373,2024-05-23,Cancelled
8018,6399,2024-01-16,Cancelled
8019,6399,2024-04-01,Cancelled
8032,6411,2025-10-27,Cancelled
8073,6447,2025-09-30,Cancelled
8077,6449,2025-12-27,Cancelled
8130,6484,2025-07-14,Cancelled
8136,6487,2025-10-14,Cancelled
8137,6488,2023-12-11,Cancelled
8144,6491,2023-11-23,Cancelled
8158,6501,2023-09-19,Cancelled
8177,6513,2024-12-03,Cancelled
8186,6518,2025-08-30,Cancelled
8189,6523,2025-05-17,Cancelled
8214,6540,2024-06-05,Cancelled
8217,6541,2023-06-19,Cancelled
8266,6587,2023-04-07,Cancelled
8306,6610,2023-02-20,Cancelled
8312,6614,2025-11-01,Cancelled
8314,6615,2025-09-29,Cancelled
8345,6644,2024-11-23,Cancelled
8369,6658,2025-08-15,Cancelled
8378,6668,2025-11-19,Cancelled
8402,6691,2022-05-19,Cancelled
8403,6692,2023-05-19,Cancelled
8408,6694,2023-09-29,Cancelled
8421,6702,2025-11-27,Cancelled
8422,6703,2025-04-01,Cancelled
8423,6703,2024-12-16,Cancelled
8435,6714,2024-12-18,Cancelled
8440,6717,2023-11-25,Cancelled
8470,6745,2024-05-11,Cancelled
8483,6754,2024-12-10,Cancelled
8512,6781,2024-02-08,Cancelled
8515,6783,2022-12-22,Cancelled
8519,6789,2024-10-11,Cancelled
8522,6791,2025-06-25,Cancelled
8526,6797,2025-11-12,Cancelled
8573,6832,2024-12-12,Cancelled
8601,6855,2025-12-28,Cancelled
8607,6860,2025-12-18,Cancelled
8623,6871,2025-04-03,Cancelled
8643,6895,2025-08-29,Cancelled
8650,6901,2023-10-21,Cancelled
8688,6933,2024-11-02,Cancelled
8709,6948,2025-08-22,Cancelled
8746,6977,2025-08-17,Cancelled
8748,6977,2024-04-26,Cancelled
8754,6985,2025-11-05,Cancelled
8764,6989,2025-01-01,Cancelled
8770,6993,2025-01-31,Cancelled
8776,7000,2025-11-12,Cancelled
8814,7032,2025-09-23,Cancelled
8817,7035,2022-09-19,Cancelled
8827,7043,2022-05-22,Cancelled
8850,7061,2024-01-27,Cancelled
8855,7068,2025-04-21,Cancelled
8874,7083,2025-05-12,Cancelled
8876,7085,2024-11-02,Cancelled
8880,7087,2025-06-14,Cancelled
8906,7110,2024-10-26,Cancelled
8916,7120,2025-06-24,Cancelled
8924,7130,2024-09-28,Cancelled
8930,7134,2023-11-09,Cancelled
8950,7153,2022-06-15,Cancelled
8952,7154,2023-05-05,Cancelled
9004,7194,2025-10-27,Cancelled
9026,7207,2024-05-04,Cancelled
9056,7227,2025-05-29,Cancelled
9061,7231,2023-09-01,Cancelled
9062,7231,2024-11-24,Cancelled
9069,7239,2022-03-22,Cancelled
9076,7244,2024-06-15,Cancelled
9086,7251,2023-02-22,Cancelled
9091,7255,2024-09-15,Cancelled
9110,7272,2022-01-27,Cancelled
9130,7288,2024-05-30,Cancelled
9135,7292,2024-04-04,Cancelled
9156,7308,2025-07-02,Cancelled
9157,7310,2024-11-17,Cancelled
9169,7318,2024-09-08,Cancelled
9174,7320,2024-10-20,Cancelled
9183,7326,2025-10-31,Cancelled
9194,7337,2025-07-26,Cancelled
9222,7356,2025-03-21,Cancelled
9270,7389,2025-10-14,Cancelled
9274,7393,2025-12-29,Cancelled
9309,7417,2022-11-01,Cancelled
9310,7417,2022-05-13,Cancelled
9324,7424,2025-05-27,Cancelled
9326,7426,2024-12-29,Cancelled
9377,7460,2023-06-26,Cancelled
9385,7466,2022-04-16,Cancelled
9389,7468,2025-05-18,Cancelled
9403,7480,2025-12-29,Cancelled
9445,7504,2023-04-16,Cancelled
9457,7510,2025-09-03,Cancelled
9503,7549,2024-01-04,Cancelled
9527,7569,2024-02-12,Cancelled
9552,7588,2025-09-26,Cancelled
9588,7615,2025-07-31,Cancelled
9589,7616,2025-09-12,Cancelled
9600,7626,2022-09-22,Cancelled
9605,7630,2024-06-16,Cancelled
9607,7631,2024-06-18,Cancelled
9618,7637,2022-02-20,Cancelled
9667,7679,2025-12-28,Cancelled
9668,7682,2023-06-07,Cancelled
9684,7693,2025-08-30,Cancelled
9689,7697,2022-05-25,Cancelled
9694,7703,2024-04-15,Cancelled
9707,7715,2025-05-20,Cancelled
9711,7719,2023-02-24,Cancelled
9737,7736,2025-08-14,Cancelled
9778,7761,2024-02-20,Cancelled
9847,7802,2024-04-10,Cancelled
9859,7808,2025-03-10,Cancelled
9897,7843,2025-03-04,Cancelled
9919,7861,2025-11-11,Cancelled
9925,7864,2024-10-10,Cancelled
9939,7874,2024-03-12,Cancelled
9954,7885,2024-09-19,Cancelled
9960,7889,2025-12-30,Cancelled
9969,7899,2025-05-22,Cancelled
9986,7916,2024-11-02,Cancelled
9987,7917,2022-07-05,Cancelled
9995,7924,2025-01-20,Cancelled
9999,7928,2022-08-03,Cancelled
10024,7953,2025-01-10,Cancelled
10031,7956,2025-06-29,Cancelled
10033,7958,2023-10-12,Cancelled
10034,7959,2025-09-03,Cancelled
10036,7961,2025-12-30,Cancelled
10047,7968,2025-06-08,Cancelled
10049,7969,2023-12-15,Cancelled
10090,8009,2025-10-10,Cancelled
10107,8017,2024-08-24,Cancelled
10142,8043,2025-06-03,Cancelled
10153,8052,2025-11-14,Cancelled
10176,8070,2025-10-24,Cancelled
10178,8071,2025-12-29,Cancelled
10194,8082,2024-05-07,Cancelled
10213,8096,2025-03-06,Cancelled
10215,8099,2025-11-13,Cancelled
10219,8101,2025-12-04,Cancelled
10226,8106,2025-11-06,Cancelled
10227,8106,2025-05-28,Cancelled
10269,8149,2025-10-15,Cancelled
10295,8165,2024-06-01,Cancelled
10308,8176,2025-11-06,Cancelled
10328,8184,2024-11-06,Cancelled
10339,8191,2023-07-25,Cancelled
10356,8205,2023-09-29,Cancelled
10392,8226,2024-01-06,Cancelled
10394,8226,2023-10-01,Cancelled
10449,8268,2024-03-18,Cancelled
10456,8272,2025-08-31,Cancelled
10460,8274,2022-03-28,Cancelled
10474,8288,2024-11-22,Cancelled
10511,8314,2025-10-05,Cancelled
10547,8343,2023-07-25,Cancelled
10558,8350,2022-02-19,Cancelled
10593,8377,2025-04-14,Cancelled
10596,8377,2023-06-30,Cancelled
10620,8403,2023-02-05,Cancelled
10639,8417,2025-12-27,Cancelled
10659,8436,2022-06-06,Cancelled
10666,8441,2025-03-31,Cancelled
10691,8458,2024-05-13,Cancelled
10694,8461,2025-08-23,Cancelled
10707,8468,2024-12-22,Cancelled
10736,8489,2025-12-25,Cancelled
10761,8506,2024-07-03,Cancelled
10809,8548,2022-07-11,Cancelled
10834,8567,2025-12-16,Cancelled
10868,8593,2024-09-15,Cancelled
10869,8593,2024-12-03,Cancelled
10870,8593,2025-03-11,Cancelled
10873,8594,2025-12-10,Cancelled
10893,8611,2025-03-02,Cancelled
10902,8619,2022-12-16,Cancelled
10931,8641,2025-06-28,Cancelled
10952,8656,2024-03-20,Cancelled
10955,8656,2022-10-22,Cancelled
10956,8657,2023-04-01,Cancelled
10962,8660,2025-10-16,Cancelled
10963,8660,2025-04-18,Cancelled
10990,8685,2025-09-29,Cancelled
11018,8711,2022-11-22,Cancelled
11046,8734,2024-12-18,Cancelled
11076,8760,2023-11-23,Cancelled
11077,8762,2025-03-19,Cancelled
11086,8770,2022-10-23,Cancelled
11099,8782,2025-05-09,Cancelled
11102,8783,2023-07-04,Cancelled
11125,8798,2022-09-17,Cancelled
11137,8811,2025-08-24,Cancelled
11138,8811,2025-06-22,Cancelled
11163,8833,2025-03-31,Cancelled
11198,8863,2023-06-23,Cancelled
11203,8867,2024-10-02,Cancelled
11229,8886,2025-08-11,Cancelled
11230,8886,2025-11-17,Cancelled
11243,8896,2022-11-27,Cancelled
11274,8913,2025-08-10,Cancelled
11296,8934,2022-01-08,Cancelled
11299,8935,2025-03-27,Cancelled
11315,8949,2025-08-23,Cancelled
11338,8973,2025-11-29,Cancelled
11339,8973,2025-10-20,Cancelled
11340,8977,2025-05-18,Cancelled
11346,8980,2023-03-05,Cancelled
11368,9000,2025-09-08,Cancelled
11372,9001,2025-03-18,Cancelled
11395,9023,2023-09-16,Cancelled
11408,9032,2025-04-19,Cancelled
11481,9084,2025-03-10,Cancelled
11489,9092,2025-01-08,Cancelled
11520,9117,2025-07-05,Cancelled
11524,9120,2023-05-17,Cancelled
11535,9130,2023-07-29,Cancelled
11582,9166,2022-03-07,Cancelled
11591,9175,2024-05-22,Cancelled
11599,9182,2025-11-06,Cancelled
11619,9203,2025-09-02,Cancelled
11634,9216,2025-04-01,Cancelled
11649,9229,2024-12-18,Cancelled
11651,9231,2025-11-02,Cancelled
11674,9250,2023-12-20,Cancelled
11675,9251,2025-09-14,Cancelled
11701,9276,2023-12-16,Cancelled
11727,9295,2024-10-15,Cancelled
11728,9295,2024-03-27,Cancelled
