user_id,country,created_at
55940,Japan,2023-06-12
94929,Japan,2022-04-29
6107,Japan,2020-10-22
76981,Japan,2023-08-05
82134,Japan,2022-12-13
70317,Japan,2024-02-27
16237,Japan,2020-08-24
3543,Japan,2025-05-18
31624,Japan,2021-06-10
22615,Japan,2019-01-07
52706,Japan,2019-06-10
16103,United States,2022-12-12
7911,United States,2020-12-11
40383,United States,2025-03-19
94448,United States,2022-06-07
41029,United States,2022-10-19
38991,United States,2024-04-29
71138,United States,2019-05-07
40759,United States,2019-05-31
2321,United States,2024-05-16
66706,United States,2024-07-27
67095,United States,2020-12-30
91273,United States,2019-09-15
36428,United States,2025-09-01
19378,United States,2024-05-01
2325,United States,2022-05-17
45629,United States,2021-04-27
9759,United States,2021-07-01
9071,United States,2025-11-12
58155,United States,2020-07-28
68891,United States,2025-04-05
85814,United States,2020-12-17
84801,United States,2023-05-20
80992,United States,2021-03-07
92792,United States,2023-06-11
1830,United States,2023-08-31
71895,United States,2025-12-29
76747,United States,2024-08-04
34011,United States,2024-03-05
8321,United States,2023-03-10
94292,United States,2022-03-25
15341,United States,2022-07-13
12395,United States,2024-05-02
84239,United States,2022-08-13
53073,United States,2023-05-24
65275,United States,2020-07-07
4372,United States,2021-06-14
58181,United States,2025-10-09
32845,United States,2023-07-21
59245,United States,2019-04-22
68564,United States,2025-05-05
1982,United States,2022-07-25
71268,United States,2025-08-19
79940,United States,2022-03-28
14970,United States,2024-08-02
33822,United States,2026-01-01
23190,United States,2022-08-04
27182,United States,2023-01-21
56542,United States,2022-08-15
95723,United States,2020-07-11
51145,United States,2022-10-11
90090,United States,2024-08-17
94800,United States,2022-10-14
1616,United States,2024-04-25
99211,United States,2024-06-19
15598,United States,2021-06-01
62718,United States,2022-02-16
72105,United States,2020-10-23
31463,United States,2022-08-19
2439,United States,2025-06-25
58617,United States,2021-03-14
42959,United States,2025-06-16
68441,United States,2020-05-19
39998,United States,2022-04-04
30034,United States,2023-12-23
97715,United States,2020-12-14
23058,United States,2022-07-23
83189,United States,2024-07-29
22261,United States,2023-11-03
79777,United States,2022-03-28
17989,United States,2023-04-26
61234,United States,2021-12-07
63555,United States,2024-11-02
23636,United States,2023-06-22
84833,United States,2026-01-01
33945,United States,2019-12-24
83518,United States,2023-12-03
45655,United States,2024-07-28
83846,United States,2019-04-14
52611,United States,2024-11-15
73407,United States,2025-04-26
47804,United States,2023-12-03
42969,United States,2019-08-22
63661,United States,2019-04-11
22414,United States,2024-07-17
90527,United States,2022-03-03
74214,United States,2022-07-01
7477,United States,2024-10-12
32583,United States,2023-08-14
45599,United States,2019-11-20
89533,United States,2023-05-30
18717,United States,2024-12-28
22242,United States,2023-10-01
28574,United States,2019-10-23
58169,United States,2023-05-19
53920,United States,2024-12-31
14802,United States,2025-09-20
32237,United States,2022-04-10
62617,United States,2024-04-22
937,United States,2024-10-14
69104,United States,2023-04-03
49511,United States,2022-06-11
36814,United States,2024-07-25
46591,United States,2025-09-26
31545,United States,2023-06-23
61417,United States,2024-02-16
87201,United States,2021-01-23
72979,United States,2025-04-27
94088,United States,2019-09-17
82037,United States,2020-08-04
10689,United States,2024-05-22
72048,United States,2025-12-20
58042,United States,2023-12-28
60424,United States,2020-11-05
96565,United States,2021-02-20
21849,United States,2025-03-18
43149,United States,2019-06-29
79078,United States,2022-10-11
86975,United States,2022-03-18
99175,United States,2023-08-18
18712,United States,2019-02-17
69497,United States,2025-05-27
34186,United States,2022-09-26
75361,United States,2025-08-10
9791,United States,2020-09-18
3133,United States,2019-11-04
39620,United States,2020-03-04
60767,United States,2021-06-05
79705,United States,2020-10-25
2769,United States,2023-09-23
76573,United States,2024-05-24
40934,United States,2023-03-22
55911,United States,2022-10-07
15206,United States,2023-09-15
16174,United States,2019-06-04
21137,United States,2024-08-20
98978,United States,2024-12-11
96564,United States,2023-08-24
91597,United States,2024-10-26
91936,United States,2022-01-17
28406,United States,2022-12-15
98581,United States,2025-12-31
87062,United States,2024-12-13
14023,United States,2024-08-20
36382,United States,2020-02-27
50609,United States,2021-07-14
19676,United States,2021-11-23
74353,United States,2021-01-17
58055,United States,2023-09-02
61657,United States,2023-03-09
40438,United States,2019-10-13
66160,United States,2019-12-28
32098,United States,2021-10-11
83132,United States,2024-04-13
65416,United States,2026-01-01
22797,United States,2021-03-23
63586,United States,2024-12-16
31843,United States,2023-02-17
23753,United States,2023-06-19
58200,United States,2021-10-30
79092,United States,2025-04-25
44189,United States,2020-02-10
67254,United States,2021-09-10
21293,United States,2022-09-04
51799,United States,2019-07-21
64741,United States,2023-08-27
8787,United States,2025-06-25
39848,United States,2021-09-07
7723,United States,2020-12-06
72028,United States,2025-12-27
37471,United States,2020-11-14
10829,United States,2023-07-20
36531,United States,2024-01-26
23463,United States,2023-03-24
61404,United States,2025-03-24
76399,United States,2025-11-23
15535,United States,2019-11-25
76878,United States,2021-10-16
11496,United States,2021-10-03
34434,United States,2021-07-03
54662,United States,2022-04-08
87048,United States,2023-09-01
53402,United States,2023-07-15
2119,United States,2025-09-11
29866,United States,2021-03-13
2295,Brasil,2021-06-21
5481,Brasil,2020-08-04
61263,Brasil,2021-08-19
95554,Brasil,2023-07-02
9994,Brasil,2023-11-24
24149,Brasil,2023-04-26
32588,Brasil,2019-12-04
84223,Brasil,2024-12-04
20080,Brasil,2019-03-03
98883,Brasil,2020-03-25
6182,Brasil,2019-04-14
54890,Brasil,2024-04-01
86366,Brasil,2021-06-04
23775,Brasil,2024-06-10
27227,Brasil,2019-12-28
87599,Brasil,2021-10-19
77949,Brasil,2025-08-18
99570,Brasil,2024-02-20
68912,Brasil,2022-04-28
37888,Brasil,2025-07-07
76918,Brasil,2024-05-07
49769,Brasil,2023-11-27
75190,Brasil,2024-06-19
39074,Brasil,2024-08-10
54379,Brasil,2025-12-28
56656,Brasil,2021-05-20
57272,Brasil,2021-08-27
35832,Brasil,2025-02-06
28709,Brasil,2021-11-17
58621,Brasil,2023-05-15
96022,Brasil,2020-02-10
36689,Brasil,2025-12-30
22516,Brasil,2019-10-03
43705,Brasil,2022-11-28
69731,Brasil,2023-11-01
28688,Brasil,2022-04-03
43733,Brasil,2020-03-30
92909,Brasil,2019-05-01
20819,Brasil,2020-01-26
12816,Brasil,2019-11-28
89589,Brasil,2019-04-27
69476,Brasil,2019-05-28
90385,Brasil,2025-12-27
39419,Brasil,2022-05-07
27360,Brasil,2025-06-29
80258,Brasil,2025-08-16
28142,Brasil,2021-02-12
57812,Brasil,2019-02-22
69779,Brasil,2023-09-14
14644,Brasil,2019-05-04
69526,Brasil,2019-05-04
19324,Brasil,2022-06-22
91943,Brasil,2021-08-26
91786,Brasil,2021-03-12
30326,Brasil,2023-10-06
66518,Brasil,2021-04-22
179,Brasil,2022-07-24
70571,Brasil,2024-05-31
82408,Brasil,2025-11-15
11865,Brasil,2021-11-12
97256,Brasil,2024-06-22
66923,Brasil,2025-05-07
51518,Brasil,2024-09-18
79456,Brasil,2019-08-30
81828,Brasil,2020-08-14
87115,Brasil,2021-01-15
25796,Brasil,2023-01-22
62228,Brasil,2020-06-20
9345,Brasil,2022-05-06
21718,Brasil,2022-10-26
4618,Brasil,2022-10-20
87948,Brasil,2020-09-28
74816,Brasil,2023-10-12
92215,Brasil,2019-04-26
38791,Brasil,2019-09-05
74593,Brasil,2025-12-13
20537,Brasil,2019-03-26
76808,Brasil,2020-09-23
42688,Brasil,2025-05-08
52092,Brasil,2024-01-16
58025,Brasil,2022-04-01
98318,Brasil,2021-06-28
62590,Brasil,2019-07-18
55992,Brasil,2024-07-23
52339,Brasil,2020-11-25
33613,Brasil,2024-07-14
55685,Brasil,2022-04-13
28794,Brasil,2023-10-28
41434,Brasil,2020-01-21
98098,Brasil,2025-08-25
40688,Brasil,2020-08-28
96727,Brasil,2020-07-23
99593,Brasil,2023-12-30
49017,Brasil,2025-03-27
19874,Brasil,2024-02-16
10885,Brasil,2024-10-10
62698,Brasil,2024-08-19
8041,Brasil,2022-06-29
26438,Brasil,2024-08-19
34479,Brasil,2019-06-26
94885,Brasil,2022-12-05
70527,Brasil,2019-04-14
26203,Brasil,2024-02-07
3388,Brasil,2019-09-05
53808,Brasil,2020-01-08
34939,Brasil,2024-09-30
13646,Brasil,2020-10-13
10194,Brasil,2025-05-30
78962,Brasil,2023-05-30
16567,Brasil,2021-11-19
8171,Brasil,2025-12-08
14440,Brasil,2019-05-23
68016,Brasil,2024-01-22
30229,Brasil,2019-06-13
61705,Brasil,2021-09-30
7600,Brasil,2024-07-15
42754,Brasil,2020-06-12
23312,Brasil,2019-03-30
87742,Brasil,2019-04-02
43897,Brasil,2019-09-26
59757,Brasil,2021-06-06
82064,Brasil,2019-03-11
98204,Brasil,2022-08-28
35193,Brasil,2024-12-05
89613,Brasil,2025-12-14
68652,Brasil,2021-01-11
66519,Brasil,2021-04-21
74721,Brasil,2021-07-29
59887,Brasil,2023-10-25
86488,Brasil,2020-11-12
46962,Brasil,2020-02-29
46964,Brasil,2019-09-18
7468,Brasil,2021-12-06
90982,Brasil,2020-12-21
4688,Brasil,2019-09-05
39768,Brasil,2019-07-31
88823,Brasil,2025-01-30
23643,Brasil,2023-06-30
70803,Brasil,2022-12-18
73144,Brasil,2023-07-29
29754,Brasil,2020-04-03
52072,Brasil,2020-09-21
5592,Brasil,2024-01-07
97520,Brasil,2023-08-22
35116,Brasil,2023-08-12
36365,Brasil,2025-05-09
57682,Brasil,2020-06-22
13545,Brasil,2020-03-20
32736,Brasil,2025-05-31
37744,Brasil,2024-06-06
70866,Brasil,2022-02-19
41194,Brasil,2024-07-10
87561,Brasil,2023-06-22
51677,Brasil,2020-05-18
10357,Brasil,2023-10-18
6408,Brasil,2023-10-05
17973,Brasil,2025-09-22
84504,Brasil,2022-08-11
72811,Brasil,2024-04-10
96299,Brasil,2024-02-15
38211,Brasil,2022-05-12
46134,Brasil,2019-04-20
69325,Brasil,2019-01-29
51767,Brasil,2022-06-14
89178,Brasil,2024-03-05
21932,Brasil,2021-04-18
69340,Brasil,2024-04-07
89047,Brasil,2022-03-29
68185,Brasil,2021-06-05
75898,Brasil,2024-01-28
3,Brasil,2022-11-24
65279,Brasil,2024-11-04
63349,Brasil,2024-12-09
21649,Brasil,2019-06-28
89364,Brasil,2019-04-08
56868,Brasil,2020-09-16
30,Brasil,2022-07-17
36390,Brasil,2021-10-08
49502,Brasil,2022-04-21
7858,Brasil,2019-07-08
71175,Brasil,2020-05-07
97789,Brasil,2020-08-23
10776,Brasil,2025-12-30
68613,Brasil,2025-02-07
97220,Brasil,2020-02-03
76928,Brasil,2021-06-11
91706,Brasil,2025-11-19
18214,Brasil,2025-08-10
40602,Brasil,2021-12-08
51668,Brasil,2025-08-07
15860,Brasil,2023-08-03
49046,Brasil,2021-03-23
95470,Brasil,2025-02-14
61032,Brasil,2021-12-05
83912,Brasil,2019-10-03
43665,Brasil,2022-09-29
73005,Brasil,2021-12-30
18276,Brasil,2021-10-27
83022,Brasil,2021-08-05
3443,Brasil,2021-01-31
11005,Brasil,2019-09-07
58330,Brasil,2021-11-17
2634,Brasil,2024-10-08
70987,Brasil,2023-10-11
81994,Brasil,2020-02-28
94243,Brasil,2020-07-02
53508,Brasil,2022-03-28
49797,United States,2022-04-28
38704,United States,2025-07-31
7910,United States,2022-12-02
6354,United States,2022-03-20
99839,United States,2024-06-14
76544,United States,2025-12-31
60436,United States,2020-03-21
60560,United States,2019-11-11
79077,United States,2020-03-24
9701,United States,2025-06-24
86601,United States,2026-01-01
89165,United States,2025-12-27
62981,United States,2019-09-05
5856,United States,2021-01-23
24151,United States,2024-07-24
73119,United States,2024-12-26
30758,United States,2019-04-24
60904,United States,2023-05-20
49679,United States,2023-07-04
58375,United States,2024-03-09
38551,United States,2025-10-07
54138,United States,2020-07-19
76939,United States,2025-02-09
95654,United States,2025-10-07
2536,United States,2023-03-24
33381,United States,2023-07-21
12141,United States,2022-07-17
50084,United States,2021-12-04
37970,United States,2024-07-09
80190,United States,2025-12-31
82562,United States,2024-02-25
72221,United States,2020-03-25
35755,United States,2019-05-30
56710,United States,2022-07-11
7818,United States,2020-10-05
59628,United States,2025-07-07
20077,United States,2020-11-02
11365,United States,2024-08-01
74648,United States,2020-09-08
80003,United States,2019-04-19
46160,Brasil,2019-07-18
64058,Brasil,2021-11-11
45961,Brasil,2021-11-26
54945,Brasil,2021-10-26
28566,Brasil,2019-07-10
35522,Brasil,2019-04-28
25518,Brasil,2021-03-03
42888,Brasil,2024-04-09
24771,Brasil,2022-12-08
76117,Brasil,2024-09-07
21822,Brasil,2021-02-06
41778,Brasil,2020-08-30
7184,Brasil,2022-03-22
44827,Brasil,2020-04-18
92973,Brasil,2025-05-07
52114,Brasil,2021-02-04
7212,Brasil,2024-06-11
57170,Brasil,2021-10-26
11880,Brasil,2023-08-20
82616,Brasil,2024-10-10
59636,Brasil,2020-07-26
99041,Brasil,2022-07-26
86839,Brasil,2025-12-29
73932,Brasil,2023-12-21
57871,Brasil,2024-06-25
57717,Brasil,2024-10-24
94979,Brasil,2025-03-27
32882,Brasil,2026-01-01
52280,Brasil,2019-09-18
47721,Brasil,2020-09-21
61196,Brasil,2020-06-12
70770,Brasil,2025-05-14
39184,Brasil,2020-03-20
31991,Brasil,2022-10-28
2525,Brasil,2024-05-20
17727,Brasil,2020-10-30
14377,Brasil,2025-10-30
26824,Brasil,2021-04-09
33464,Brasil,2023-03-06
7805,Brasil,2020-03-25
13903,Brasil,2024-11-07
68537,Brasil,2020-04-04
76294,Brasil,2023-02-04
57902,Brasil,2020-10-14
32604,Brasil,2025-12-13
72553,Brasil,2022-01-29
8120,Brasil,2019-07-17
62845,Brasil,2019-05-07
76894,Brasil,2022-01-29
78092,Brasil,2019-08-08
75656,Brasil,2020-12-20
99031,Brasil,2022-04-10
66906,Brasil,2020-04-13
30594,Brasil,2019-06-20
8024,Brasil,2021-01-21
58469,Brasil,2019-03-05
82813,Brasil,2021-03-20
13809,Brasil,2023-04-01
83644,Brasil,2020-07-10
45950,Brasil,2022-04-27
96152,Brasil,2023-02-23
44175,Brasil,2019-03-21
10302,Brasil,2021-03-24
90806,Brasil,2021-07-16
74842,Brasil,2020-11-24
5045,Brasil,2022-11-23
83908,Brasil,2023-09-23
97043,Brasil,2024-11-21
55211,Brasil,2020-04-19
88322,Brasil,2025-06-15
78192,Brasil,2025-12-09
1980,Brasil,2021-07-09
7697,Brasil,2019-10-02
21554,Brasil,2025-12-30
98996,Brasil,2024-04-25
31542,Brasil,2020-12-03
73401,Brasil,2021-01-26
3674,Brasil,2025-12-27
87977,Brasil,2021-11-26
35414,Brasil,2024-08-17
39435,Brasil,2025-05-04
10535,Brasil,2021-03-23
68881,Brasil,2022-11-24
32973,Brasil,2021-12-05
42650,Brasil,2023-03-31
6131,Brasil,2022-09-21
25582,Brasil,2019-08-01
95524,Brasil,2021-12-15
18268,Brasil,2025-12-31
61225,Brasil,2021-01-19
67889,Brasil,2024-03-04
90005,Brasil,2022-05-24
24648,Brasil,2021-01-15
52874,Brasil,2023-05-29
57225,Brasil,2025-07-18
82066,Brasil,2022-04-12
35793,Brasil,2021-05-09
96934,Brasil,2025-11-12
68087,Brasil,2022-04-15
1930,Brasil,2023-04-25
50389,Brasil,2020-03-01
74004,Brasil,2020-04-01
31823,Brasil,2025-11-09
49490,Brasil,2022-01-15
9536,Brasil,2020-08-08
4755,Brasil,2022-10-20
60517,Brasil,2022-12-17
28199,Brasil,2023-09-25
82002,Brasil,2020-11-15
71808,Brasil,2020-11-05
76412,Brasil,2025-08-30
14635,Brasil,2024-08-23
19326,Brasil,2024-05-18
72362,Brasil,2019-09-10
86927,Brasil,2023-01-25
88449,Brasil,2025-07-13
77061,Brasil,2025-11-10
96964,Brasil,2019-11-23
59401,Brasil,2025-05-19
65407,Brasil,2020-09-27
93903,Brasil,2019-10-01
55474,Brasil,2023-07-22
67853,Brasil,2022-08-23
25765,Brasil,2024-07-17
11811,Colombia,2025-08-09
26424,Colombia,2025-01-15
32321,Colombia,2021-11-30
51178,Colombia,2025-11-13
94704,Colombia,2019-07-31
14928,Colombia,2024-04-24
83464,Colombia,2025-10-27
47679,Colombia,2024-10-30
41680,Colombia,2023-06-11
44836,Colombia,2019-02-21
17005,Colombia,2021-04-18
65349,Colombia,2019-03-29
56691,Colombia,2024-06-08
28618,Brasil,2025-07-03
84472,Brasil,2022-08-27
37465,Brasil,2019-05-28
6900,Brasil,2024-02-28
75335,Brasil,2019-01-25
58962,Brasil,2024-10-29
86309,Brasil,2023-06-07
83200,Brasil,2024-02-28
77883,Brasil,2022-11-21
94660,Brasil,2020-06-09
84040,Brasil,2021-09-17
72969,Brasil,2020-10-19
5490,Brasil,2024-08-11
58909,Brasil,2020-05-25
95920,Brasil,2019-12-24
23055,Brasil,2023-05-31
58626,Brasil,2020-11-17
57027,Brasil,2025-04-12
35526,Brasil,2023-02-06
25413,Brasil,2025-11-27
35900,Brasil,2025-02-04
6675,Brasil,2021-09-19
6744,Brasil,2022-07-06
12455,Brasil,2020-09-12
40030,Brasil,2019-11-10
98370,Brasil,2019-06-22
58985,Brasil,2019-05-12
63093,Brasil,2023-04-21
83883,Brasil,2025-01-17
18308,Brasil,2024-04-29
79634,Brasil,2024-09-05
15151,Brasil,2019-12-10
52647,Brasil,2022-11-13
43572,Brasil,2025-07-03
88635,Brasil,2023-09-23
90411,Brasil,2024-05-30
10755,Brasil,2019-03-20
44319,Brasil,2022-09-29
30115,Brasil,2021-09-03
26455,Brasil,2019-12-26
13497,Brasil,2022-07-05
6200,Brasil,2020-01-01
4075,Brasil,2024-12-13
36471,Brasil,2021-02-19
9945,Brasil,2019-08-30
68882,Brasil,2021-12-03
41092,Brasil,2024-12-31
55753,Brasil,2020-09-21
91326,Brasil,2024-10-17
43523,Brasil,2022-05-10
9313,Brasil,2025-09-25
40325,Brasil,2023-11-18
36284,Brasil,2023-10-17
33908,Brasil,2021-03-17
3776,Brasil,2024-11-07
93949,Brasil,2019-10-26
47892,Brasil,2024-06-26
82060,Brasil,2023-04-20
3167,Brasil,2023-04-22
14032,Brasil,2020-12-19
32912,Brasil,2026-01-01
48225,Brasil,2020-12-16
27040,Brasil,2024-04-07
71449,Brasil,2019-12-03
73142,Brasil,2019-08-28
78105,Brasil,2023-01-07
51032,Brasil,2021-05-05
43444,Brasil,2019-08-30
32027,Brasil,2019-08-29
65417,Brasil,2020-08-30
18091,Brasil,2024-10-24
18549,Brasil,2024-01-01
12852,Brasil,2021-04-05
40467,Brasil,2022-09-29
38297,Brasil,2020-05-07
37287,Brasil,2020-11-29
52034,Brasil,2023-11-29
18547,Brasil,2024-01-28
79324,Brasil,2022-10-07
79645,Brasil,2019-06-20
56034,Brasil,2025-06-06
59842,Brasil,2019-07-01
24631,Brasil,2022-08-24
94920,Brasil,2020-11-09
15801,Brasil,2024-05-19
88526,Brasil,2022-08-14
13868,Brasil,2024-02-29
22169,Brasil,2025-06-03
55393,Brasil,2022-03-24
83586,Brasil,2022-10-05
25459,Brasil,2022-10-10
64194,Brasil,2022-06-02
62738,Brasil,2024-05-16
87648,Brasil,2020-03-03
41696,Brasil,2019-12-12
77897,Brasil,2024-02-24
80183,Brasil,2021-03-03
75611,Brasil,2019-12-12
4538,Brasil,2025-06-26
3239,Brasil,2023-08-01
1065,Brasil,2025-01-04
55700,Brasil,2023-04-21
62716,Brasil,2024-05-06
95566,Brasil,2022-09-30
15119,Brasil,2021-02-09
24084,Brasil,2022-09-07
89549,Brasil,2024-04-13
33490,Brasil,2019-05-27
18246,Brasil,2022-06-30
56265,Brasil,2020-09-02
33237,Brasil,2023-10-24
90591,Brasil,2020-06-20
22388,Brasil,2020-03-05
46670,Brasil,2025-04-07
30235,Brasil,2023-04-28
37572,Brasil,2020-07-21
81664,Brasil,2022-03-03
61391,Brasil,2025-03-14
27933,Brasil,2024-05-24
89863,Brasil,2021-02-17
96125,Brasil,2019-05-02
47542,Brasil,2020-02-28
84752,Brasil,2020-06-01
16191,Brasil,2019-06-20
16685,Brasil,2021-02-10
73122,Brasil,2020-08-09
42187,Brasil,2025-01-04
25468,Brasil,2021-07-07
39455,Brasil,2024-10-24
97177,Brasil,2021-01-02
93745,Brasil,2019-02-17
14564,Brasil,2021-08-13
93882,Brasil,2021-11-28
29402,Brasil,2020-07-07
17614,Brasil,2023-07-12
77696,Brasil,2020-12-17
24470,Brasil,2020-04-30
55426,Brasil,2022-12-15
58869,Brasil,2021-06-18
25065,Brasil,2025-09-24
13493,Brasil,2023-10-18
72743,Brasil,2020-03-01
96148,Brasil,2024-10-04
93495,Brasil,2025-12-21
44995,Brasil,2021-06-18
6045,Brasil,2025-04-10
73,Brasil,2020-07-27
43286,Brasil,2021-01-26
59477,Brasil,2020-08-03
16845,Brasil,2024-08-10
16439,Brasil,2023-11-25
96187,Brasil,2024-06-13
57051,Brasil,2020-02-04
77331,Brasil,2023-09-19
23117,Brasil,2021-09-25
76598,Brasil,2025-01-30
70022,Brasil,2025-12-30
82643,Brasil,2025-04-15
57820,Brasil,2024-02-06
11546,Brasil,2023-07-20
32976,Brasil,2024-09-25
72111,Brasil,2021-08-09
74522,Brasil,2025-04-14
87222,Brasil,2019-04-09
41935,Brasil,2025-03-29
35666,Brasil,2020-07-07
10392,Brasil,2026-01-01
71040,Brasil,2021-03-29
27065,Brasil,2020-12-28
34452,Brasil,2025-09-19
46700,Brasil,2025-11-28
65093,Brasil,2023-12-09
17616,Brasil,2024-03-26
36726,Brasil,2024-03-06
77056,Brasil,2019-02-23
18821,Brasil,2020-01-19
56821,Brasil,2023-03-28
18489,Brasil,2022-02-15
72962,Brasil,2020-12-22
38921,Brasil,2023-03-09
39272,Brasil,2023-04-10
81399,Brasil,2019-11-04
56376,Brasil,2020-03-20
13566,Brasil,2023-08-10
37997,Brasil,2019-01-23
82178,Brasil,2023-08-08
74193,Brasil,2025-04-19
96074,Brasil,2024-08-28
52901,Brasil,2023-10-21
563,Brasil,2019-11-19
54734,Brasil,2019-07-07
86333,Brasil,2020-06-04
76249,Brasil,2025-12-30
53817,Brasil,2025-12-08
52277,Brasil,2020-10-07
63926,Brasil,2024-02-08
72864,Brasil,2019-07-05
86199,Brasil,2021-12-23
36707,Brasil,2021-07-23
49601,Brasil,2021-03-12
79442,Brasil,2023-12-23
54296,Brasil,2022-08-26
30032,Brasil,2021-03-25
70483,Brasil,2021-11-27
10909,Brasil,2021-08-10
81123,Brasil,2023-12-29
83955,Brasil,2024-12-01
50026,Brasil,2023-08-25
71446,Brasil,2025-05-09
84262,Brasil,2021-02-21
76861,Brasil,2023-12-17
79923,Brasil,2021-04-23
97863,Brasil,2019-09-16
7112,Brasil,2021-11-13
55446,Brasil,2020-06-21
55920,Brasil,2019-01-27
71014,Brasil,2020-01-16
13785,Brasil,2025-12-02
62090,Brasil,2019-06-11
57896,Brasil,2026-01-01
16553,Brasil,2023-04-16
16816,Brasil,2021-10-25
87848,Brasil,2024-05-31
37169,Brasil,2019-09-27
45789,Brasil,2019-08-27
10987,Brasil,2023-07-12
20052,Brasil,2025-04-11
98527,Brasil,2025-01-02
36266,Brasil,2020-05-07
23196,Brasil,2025-10-18
9719,Brasil,2022-02-25
10417,Brasil,2024-01-18
20895,Brasil,2021-02-17
63118,Brasil,2020-03-16
8815,Brasil,2022-09-08
40842,Brasil,2022-11-30
62848,Brasil,2019-01-14
59312,Brasil,2022-07-20
719,Brasil,2019-02-20
87956,Brasil,2021-01-12
42172,Brasil,2022-02-19
82001,Brasil,2025-12-31
19246,Brasil,2024-07-20
28541,Brasil,2019-01-10
46793,Brasil,2019-09-12
63452,Brasil,2019-02-16
66481,Brasil,2021-07-29
96244,Brasil,2024-09-17
19602,Brasil,2023-09-22
97245,Brasil,2024-05-26
48009,Brasil,2022-09-10
17572,Brasil,2022-02-12
31099,Brasil,2025-09-14
59687,Brasil,2025-12-28
74915,Brasil,2023-05-02
13949,Brasil,2023-12-29
28766,Brasil,2026-01-01
14444,Brasil,2020-10-08
42050,Brasil,2024-03-10
45646,Brasil,2020-07-08
51666,Brasil,2022-06-03
92507,Brasil,2023-02-28
28939,Brasil,2023-09-05
54512,Brasil,2021-01-11
66279,Brasil,2019-03-10
35068,Brasil,2023-01-31
60702,Brasil,2023-02-10
59860,Brasil,2023-12-30
47420,Brasil,2021-11-19
96335,Brasil,2025-02-26
32794,Brasil,2020-11-15
36064,Brasil,2023-10-11
13939,Brasil,2019-02-01
76805,Brasil,2022-10-07
95836,Brasil,2020-01-16
7462,Brasil,2021-04-08
13377,Brasil,2025-06-28
8959,Brasil,2024-12-30
53116,Brasil,2023-07-28
66548,Brasil,2022-08-07
67637,Brasil,2020-01-06
945,Brasil,2021-02-14
93074,Brasil,2025-07-24
64524,Brasil,2021-03-04
79267,Brasil,2023-02-22
40859,Brasil,2020-01-12
79197,Brasil,2024-04-14
70257,Brasil,2021-10-24
96495,Brasil,2020-01-12
47877,Brasil,2024-05-13
60798,Brasil,2023-06-13
16929,Brasil,2021-05-15
8727,Brasil,2020-09-19
67612,Brasil,2021-08-10
83872,Brasil,2020-11-15
78913,Brasil,2022-07-03
